codice_scuola|anno_corso|scuola|regione|nazionale
"APTD030001"|2|27.4|28|31.8
"APTD030001"|3|30.7|30.6|33.7
"APTD030001"|4|29.8|30|33.8
"APTD04000G"|1|33.9|29|29.7
"APTD04000G"|2|29.9|28|31.8
"APTD04000G"|3|36.2|30.6|33.7
"APTD04000G"|4|35.8|30|33.8
"APTD07000B"|1|32|29|29.7
"APTD07000B"|2|31|28|31.8
"APTD07000B"|3|39.4|30.6|33.7
"APTD07000B"|4|28.1|30|33.8
"APTE010007"|1|32|29|29.7
"APTE010007"|2|31.9|28|31.8
"APTE010007"|3|37.2|30.6|33.7
"APTE010007"|4|34.1|30|33.8
"APTF010002"|1|29.3|29|29.7
"APTF010002"|2|33.9|28|31.8
"APTF010002"|3|39.9|30.6|33.7
"APTF010002"|4|37.2|30|33.8
"APTF02000L"|1|34.3|29|29.7
"APTF02000L"|2|26.7|28|31.8
"APTF02000L"|3|40|30.6|33.7
"APTF02000L"|4|34.8|30|33.8
"APTL00701B"|1|51.3|29|29.7
"APTL00701B"|2|42.2|28|31.8
"APTL00701B"|3|32.1|30.6|33.7
"APTL00701B"|4|39.1|30|33.8
"AQPC00101N"|1|12.9|23.3|23.8
"AQPC00101N"|2|26.6|23.9|24.4
"AQPC00101N"|3|12.6|23.3|24.2
"AQPC00101N"|4|12.5|20.1|21.4
"AQPC00801C"|1|15.6|23.3|23.8
"AQPC00801C"|2|8.3|23.9|24.4
"AQPC00801C"|3|10|23.3|24.2
"AQPC00801C"|4|18.7|20.1|21.4
"AQPC012014"|1|19.8|23.3|23.8
"AQPC012014"|2|26.3|23.9|24.4
"AQPC012014"|3|24|23.3|24.2
"AQPC012014"|4|17.3|20.1|21.4
"AQPM00101T"|1|25|23.3|23.8
"AQPM00101T"|2|42.2|23.9|24.4
"AQPM00101T"|3|20|23.3|24.2
"AQPM00101T"|4|25.8|20.1|21.4
"AQPM01000G"|1|35.1|23.3|23.8
"AQPM01000G"|2|40.5|23.9|24.4
"AQPM01000G"|3|38.1|23.3|24.2
"AQPM01000G"|4|32.5|20.1|21.4
"AQPM03000R"|1|25.9|23.3|23.8
"AQPM03000R"|2|34.4|23.9|24.4
"AQPM03000R"|3|20|23.3|24.2
"AQPM03000R"|4|36.2|20.1|21.4
"AQPS00201L"|1|21.9|23.3|23.8
"AQPS00201L"|2|20.6|23.9|24.4
"AQPS00201L"|3|25|23.3|24.2
"AQPS00201L"|4|25.4|20.1|21.4
"AQPS01000E"|1|12.4|23.3|23.8
"AQPS01000E"|2|27.1|23.9|24.4
"AQPS01000E"|3|24.6|23.3|24.2
"AQPS01000E"|4|32.9|20.1|21.4
"AQPS03000Q"|1|13.4|23.3|23.8
"AQPS03000Q"|2|16.6|23.9|24.4
"AQPS03000Q"|3|15.1|23.3|24.2
"AQPS03000Q"|4|10.2|20.1|21.4
"AQPS04000A"|1|9.7|23.3|23.8
"AQPS04000A"|2|12.4|23.9|24.4
"AQPS04000A"|3|19|23.3|24.2
"AQPS04000A"|4|16.3|20.1|21.4
"AQPS050001"|1|35.7|23.3|23.8
"AQPS050001"|2|39.4|23.9|24.4
"AQPS050001"|3|33.3|23.3|24.2
"AQPS050001"|4|27.8|20.1|21.4
"AQRA003012"|1|30.4|22.5|28.8
"AQRA003012"|2|47.1|30.2|33
"AQRA003012"|3|||
"AQRA003012"|4|30.8|27|30.7
"AQRA010004"|1|18.9|22.5|28.8
"AQRA010004"|2|44.9|30.2|33
"AQRA010004"|3|||
"AQRA010004"|4|14.3|27|30.7
"AQRA010015"|1|11.8|22.5|28.8
"AQRA010015"|2|21.4|30.2|33
"AQRA010015"|3|||
"AQRA010015"|4|15.2|27|30.7
"AQRA010026"|1|10.5|22.5|28.8
"AQRA010026"|2|50|30.2|33
"AQRA010026"|3|||
"AQRA010026"|4|55.6|27|30.7
"AQRC003011"|1|43.5|22.5|28.8
"AQRC003011"|2|55.6|30.2|33
"AQRC003011"|3|||
"AQRC003011"|4|23.1|27|30.7
"AQRH010008"|1|13.6|22.5|28.8
"AQRH010008"|2|29.2|30.2|33
"AQRH010008"|3|||
"AQRH010008"|4|19.5|27|30.7
"AQRI00201T"|1|0|22.5|28.8
"AQRI00201T"|2|0|30.2|33
"AQRI00201T"|3|||
"AQRI00201T"|4|0|27|30.7
"AQRI007011"|1|35.2|22.5|28.8
"AQRI007011"|2|43.3|30.2|33
"AQRI007011"|3|||
"AQRI007011"|4|42.9|27|30.7
"AQSD007016"|1|17.6|28.7|30.6
"AQSD007016"|2|21.1|34.8|30.9
"AQSD007016"|3|50|27.6|29.5
"AQSD007016"|4|66.7|23|27.2
"AQSD008012"|1|22.2|28.7|30.6
"AQSD008012"|2|43.8|34.8|30.9
"AQSD008012"|3|27.3|27.6|29.5
"AQSD008012"|4|22.7|23|27.2
"AQSD01201N"|1|27.9|28.7|30.6
"AQSD01201N"|2|48|34.8|30.9
"AQSD01201N"|3|39.1|27.6|29.5
"AQSD01201N"|4|41.8|23|27.2
"AQTD00201C"|1|40.3|31.9|29.7
"AQTD00201C"|2|34.5|31.3|31.8
"AQTD00201C"|3|28.2|36.7|33.7
"AQTD00201C"|4|25|37.7|33.8
"AQTD00601Q"|1|37.3|31.9|29.7
"AQTD00601Q"|2|40|31.3|31.8
"AQTD00601Q"|3|25|36.7|33.7
"AQTD00601Q"|4|47.4|37.7|33.8
"AQTD011017"|1|25.7|31.9|29.7
"AQTD011017"|2|8.6|31.3|31.8
"AQTD011017"|3|18.5|36.7|33.7
"AQTD011017"|4|30.4|37.7|33.8
"AQTD01301V"|1|31.8|31.9|29.7
"AQTD01301V"|2|32.7|31.3|31.8
"AQTD01301V"|3|43.3|36.7|33.7
"AQTD01301V"|4|49.4|37.7|33.8
"AQTD070002"|1|27.8|31.9|29.7
"AQTD070002"|2|38.1|31.3|31.8
"AQTD070002"|3|74.1|36.7|33.7
"AQTD070002"|4|47.1|37.7|33.8
"AQTD08000L"|1|35.4|31.9|29.7
"AQTD08000L"|2|48.8|31.3|31.8
"AQTD08000L"|3|35.3|36.7|33.7
"AQTD08000L"|4|29.6|37.7|33.8
"AQTE01101P"|1|33.3|31.9|29.7
"AQTE01101P"|2|30.5|31.3|31.8
"AQTE01101P"|3|37.9|36.7|33.7
"AQTE01101P"|4|31.4|37.7|33.8
"AQTF006012"|1|34.3|31.9|29.7
"AQTF006012"|2|31.7|31.3|31.8
"AQTF006012"|3|31.1|36.7|33.7
"AQTF006012"|4|32.1|37.7|33.8
"AQTF014011"|1|35|31.9|29.7
"AQTF014011"|2|36.7|31.3|31.8
"AQTF014011"|3|41.5|36.7|33.7
"AQTF014011"|4|49.4|37.7|33.8
"AQTF01601L"|1|31.7|31.9|29.7
"AQTF01601L"|2|34.2|31.3|31.8
"AQTF01601L"|3|42.6|36.7|33.7
"AQTF01601L"|4|38|37.7|33.8
"AQTL00301P"|1|28.9|31.9|29.7
"AQTL00301P"|2|46.4|31.3|31.8
"AQTL00301P"|3|42|36.7|33.7
"AQTL00301P"|4|40.9|37.7|33.8
"AQTL006016"|1|37.5|31.9|29.7
"AQTL006016"|2|0|31.3|31.8
"AQTL006016"|3|37.9|36.7|33.7
"AQTL006016"|4|32.1|37.7|33.8
"AQTL013019"|1|22.7|31.9|29.7
"AQTL013019"|2|29.2|31.3|31.8
"AQTL013019"|3|32.4|36.7|33.7
"AQTL013019"|4|50.9|37.7|33.8
"ARPC001018"|1|6.8|25.3|23.8
"ARPC001018"|2|4.3|28.1|24.4
"ARPC001018"|3|32.4|27.7|24.2
"ARPC001018"|4|0|23.6|21.4
"ARPC010002"|1|19.9|25.3|23.8
"ARPC010002"|2|26.6|28.1|24.4
"ARPC010002"|3|26.9|27.7|24.2
"ARPC010002"|4|11.3|23.6|21.4
"ARPM010006"|1|26.9|25.3|23.8
"ARPM010006"|2|31.5|28.1|24.4
"ARPM010006"|3|27.7|27.7|24.2
"ARPM010006"|4|15.8|23.6|21.4
"ARPM03000B"|1|27.6|25.3|23.8
"ARPM03000B"|2|38.5|28.1|24.4
"ARPM03000B"|3|30.4|27.7|24.2
"ARPM03000B"|4|31.8|23.6|21.4
"ARPS002017"|1|17.5|25.3|23.8
"ARPS002017"|2|23.3|28.1|24.4
"ARPS002017"|3|27.9|27.7|24.2
"ARPS002017"|4|18.3|23.6|21.4
"ARPS00401V"|1|23.8|25.3|23.8
"ARPS00401V"|2|27.9|28.1|24.4
"ARPS00401V"|3|20.3|27.7|24.2
"ARPS00401V"|4|34.2|23.6|21.4
"ARPS01901L"|1|20|25.3|23.8
"ARPS01901L"|2|24.1|28.1|24.4
"ARPS01901L"|3|15|27.7|24.2
"ARPS01901L"|4|11|23.6|21.4
"ARPS02000Q"|1|27.6|25.3|23.8
"ARPS02000Q"|2|28.8|28.1|24.4
"ARPS02000Q"|3|27.4|27.7|24.2
"ARPS02000Q"|4|18|23.6|21.4
"ARPS07000R"|1|17.2|25.3|23.8
"ARPS07000R"|2|17|28.1|24.4
"ARPS07000R"|3|31.1|27.7|24.2
"ARPS07000R"|4|18.8|23.6|21.4
"ARRA01802B"|1|27.8|29.2|28.8
"ARRA01802B"|2|31.6|35.4|33
"ARRA01802B"|3|||
"ARRA01802B"|4|43.5|34.5|30.7
"ARRC00701V"|1|28.8|29.2|28.8
"ARRC00701V"|2|36.8|35.4|33
"ARRC00701V"|3|||
"ARRC00701V"|4|25.9|34.5|30.7
"ARRC01201A"|1|36.4|29.2|28.8
"ARRC01201A"|2|31.3|35.4|33
"ARRC01201A"|3|||
"ARRC01201A"|4|45|34.5|30.7
"ARRC019015"|1|15.7|29.2|28.8
"ARRC019015"|2|41.8|35.4|33
"ARRC019015"|3|||
"ARRC019015"|4|34|34.5|30.7
"ARRF00101N"|1|19.5|29.2|28.8
"ARRF00101N"|2|24.1|35.4|33
"ARRF00101N"|3|||
"ARRF00101N"|4|46.2|34.5|30.7
"ARRH01601V"|1|33.7|29.2|28.8
"ARRH01601V"|2|33|35.4|33
"ARRH01601V"|3|||
"ARRH01601V"|4|45.8|34.5|30.7
"ARRH01802G"|1|39.1|29.2|28.8
"ARRH01802G"|2|31.6|35.4|33
"ARRH01802G"|3|||
"ARRH01802G"|4|17.6|34.5|30.7
"ARRI004014"|1|39.5|29.2|28.8
"ARRI004014"|2|60|35.4|33
"ARRI004014"|3|||
"ARRI004014"|4|20.8|34.5|30.7
"ARRI004025"|1|37.5|29.2|28.8
"ARRI004025"|2|57.1|35.4|33
"ARRI004025"|3|||
"ARRI004025"|4|||
"ARRI00701G"|1|21.1|29.2|28.8
"ARRI00701G"|2|36.6|35.4|33
"ARRI00701G"|3|||
"ARRI00701G"|4|50.7|34.5|30.7
"ARRI00801B"|1|28.6|29.2|28.8
"ARRI00801B"|2|24.6|35.4|33
"ARRI00801B"|3|||
"ARRI00801B"|4|31.4|34.5|30.7
"ARRI012013"|1|28|29.2|28.8
"ARRI012013"|2|11.8|35.4|33
"ARRI012013"|3|||
"ARRI012013"|4|||
"ARRI017016"|1|||
"ARRI017016"|2|47.1|35.4|33
"ARRI017016"|3|||
"ARRI017016"|4|25|34.5|30.7
"ARSD00901C"|1|32.8|34.3|30.6
"ARSD00901C"|2|32.7|37.5|30.9
"ARSD00901C"|3|66.7|30.9|29.5
"ARSD00901C"|4|42.2|31.8|27.2
"ARSD01701B"|1|24.2|34.3|30.6
"ARSD01701B"|2|36.6|37.5|30.9
"ARSD01701B"|3|28.6|30.9|29.5
"ARSD01701B"|4|26.3|31.8|27.2
"ARSD01702C"|1|||
"ARSD01702C"|2|66.7|37.5|30.9
"ARSD01702C"|3|||
"ARSD01702C"|4|0|31.8|27.2
"ARTA01601E"|1|41.7|29.6|29.7
"ARTA01601E"|2|33.8|33|31.8
"ARTA01601E"|3|32.4|34.5|33.7
"ARTA01601E"|4|30.8|35.3|33.8
"ARTA018016"|1|28.6|29.6|29.7
"ARTA018016"|2|||
"ARTA018016"|3|||
"ARTA018016"|4|||
"ARTD001017"|1|34.6|29.6|29.7
"ARTD001017"|2|29.2|33|31.8
"ARTD001017"|3|44.4|34.5|33.7
"ARTD001017"|4|40.5|35.3|33.8
"ARTD001028"|1|40.7|29.6|29.7
"ARTD001028"|2|23.3|33|31.8
"ARTD001028"|3|30.8|34.5|33.7
"ARTD001028"|4|44.4|35.3|33.8
"ARTD002013"|1|28.2|29.6|29.7
"ARTD002013"|2|34.2|33|31.8
"ARTD002013"|3|31.8|34.5|33.7
"ARTD002013"|4|31.9|35.3|33.8
"ARTD008012"|1|32|29.6|29.7
"ARTD008012"|2|37.1|33|31.8
"ARTD008012"|3|30|34.5|33.7
"ARTD008012"|4|33.7|35.3|33.8
"ARTD01201N"|1|12.5|29.6|29.7
"ARTD01201N"|2|35.9|33|31.8
"ARTD01201N"|3|30.8|34.5|33.7
"ARTD01201N"|4|38.9|35.3|33.8
"ARTD02000G"|1|35.3|29.6|29.7
"ARTD02000G"|2|23.3|33|31.8
"ARTD02000G"|3|54.7|34.5|33.7
"ARTD02000G"|4|46.4|35.3|33.8
"ARTE009019"|1|21.2|29.6|29.7
"ARTE009019"|2|24.7|33|31.8
"ARTE009019"|3|35.5|34.5|33.7
"ARTE009019"|4|20.6|35.3|33.8
"ARTE013011"|1|34.6|29.6|29.7
"ARTE013011"|2|43.3|33|31.8
"ARTE013011"|3|43.2|34.5|33.7
"ARTE013011"|4|45.9|35.3|33.8
"ARTF01201X"|1|29.7|29.6|29.7
"ARTF01201X"|2|25.4|33|31.8
"ARTF01201X"|3|49.2|34.5|33.7
"ARTF01201X"|4|45.7|35.3|33.8
"ARTF02000T"|1|26.8|29.6|29.7
"ARTF02000T"|2|32.7|33|31.8
"ARTF02000T"|3|32|34.5|33.7
"ARTF02000T"|4|37.9|35.3|33.8
"ARTF03000C"|1|27|29.6|29.7
"ARTF03000C"|2|25|33|31.8
"ARTF03000C"|3|36.7|34.5|33.7
"ARTF03000C"|4|35.6|35.3|33.8
"ARTL012014"|1|18.2|29.6|29.7
"ARTL012014"|2|14.3|33|31.8
"ARTL012014"|3|50|34.5|33.7
"ARTL012014"|4|38.1|35.3|33.8
"ARTL01301X"|1|26.2|29.6|29.7
"ARTL01301X"|2|44.1|33|31.8
"ARTL01301X"|3|42.6|34.5|33.7
"ARTL01301X"|4|33.7|35.3|33.8
"ARTL013021"|1|||
"ARTL013021"|2|37.5|33|31.8
"ARTL013021"|3|35.3|34.5|33.7
"ARTL013021"|4|||
"ATPC00301E"|1|15.6|23.4|23.8
"ATPC00301E"|2|26.6|24.2|24.4
"ATPC00301E"|3|28.6|22.9|24.2
"ATPC00301E"|4|11.9|20.9|21.4
"ATPM01000R"|1|35.4|23.4|23.8
"ATPM01000R"|2|36.5|24.2|24.4
"ATPM01000R"|3|34.6|22.9|24.2
"ATPM01000R"|4|32.9|20.9|21.4
"ATPS00201T"|1|23|23.4|23.8
"ATPS00201T"|2|17.9|24.2|24.4
"ATPS00201T"|3|35.4|22.9|24.2
"ATPS00201T"|4|23|20.9|21.4
"ATPS01000Q"|1|20|23.4|23.8
"ATPS01000Q"|2|21|24.2|24.4
"ATPS01000Q"|3|35.3|22.9|24.2
"ATPS01000Q"|4|28|20.9|21.4
"ATRC003016"|1|28.9|31|28.8
"ATRC003016"|2|40.4|32|33
"ATRC003016"|3|||
"ATRC003016"|4|21.1|30.4|30.7
"ATRI010001"|1|36|31|28.8
"ATRI010001"|2|37.6|32|33
"ATRI010001"|3|||
"ATRI010001"|4|27.8|30.4|30.7
"ATRI010023"|1|41.1|31|28.8
"ATRI010023"|2|37.2|32|33
"ATRI010023"|3|||
"ATRI010023"|4|22.2|30.4|30.7
"ATSD010006"|1|42.1|29.6|30.6
"ATSD010006"|2|29|27.6|30.9
"ATSD010006"|3|35.9|27.9|29.5
"ATSD010006"|4|29.2|22.3|27.2
"ATTA00401V"|1|22.4|28.1|29.7
"ATTA00401V"|2|29.3|29.6|31.8
"ATTA00401V"|3|29.5|30.1|33.7
"ATTA00401V"|4|32.4|31.4|33.8
"ATTD00201N"|1|31.7|28.1|29.7
"ATTD00201N"|2|27.3|29.6|31.8
"ATTD00201N"|3|36.8|30.1|33.7
"ATTD00201N"|4|38.2|31.4|33.8
"ATTD00202P"|1|27.6|28.1|29.7
"ATTD00202P"|2|29.4|29.6|31.8
"ATTD00202P"|3|29.2|30.1|33.7
"ATTD00202P"|4|10.5|31.4|33.8
"ATTD01000G"|1|27|28.1|29.7
"ATTD01000G"|2|47.1|29.6|31.8
"ATTD01000G"|3|31.9|30.1|33.7
"ATTD01000G"|4|41|31.4|33.8
"ATTD01001L"|1|||
"ATTD01001L"|2|17.6|29.6|31.8
"ATTD01001L"|3|5|30.1|33.7
"ATTD01001L"|4|30|31.4|33.8
"ATTF01000T"|1|42|28.1|29.7
"ATTF01000T"|2|21.1|29.6|31.8
"ATTF01000T"|3|46.3|30.1|33.7
"ATTF01000T"|4|46.7|31.4|33.8
"ATTF01001V"|1|42.5|28.1|29.7
"ATTF01001V"|2|41.3|29.6|31.8
"ATTF01001V"|3|29.2|30.1|33.7
"ATTF01001V"|4|37|31.4|33.8
"AVPC00101D"|1|10.5|25.6|23.8
"AVPC00101D"|2|16|25.2|24.4
"AVPC00101D"|3|20.5|26|24.2
"AVPC00101D"|4|21.6|22.4|21.4
"AVPC009014"|1|15.6|25.6|23.8
"AVPC009014"|2|0|25.2|24.4
"AVPC009014"|3|23.8|26|24.2
"AVPC009014"|4|35.3|22.4|21.4
"AVPC01401G"|1|16.7|25.6|23.8
"AVPC01401G"|2|29.4|25.2|24.4
"AVPC01401G"|3|14.7|26|24.2
"AVPC01401G"|4|26.3|22.4|21.4
"AVPC01402L"|1|18.9|25.6|23.8
"AVPC01402L"|2|20.7|25.2|24.4
"AVPC01402L"|3|27.8|26|24.2
"AVPC01402L"|4|27.4|22.4|21.4
"AVPC02000T"|1|20.2|25.6|23.8
"AVPC02000T"|2|25.6|25.2|24.4
"AVPC02000T"|3|27.9|26|24.2
"AVPC02000T"|4|17.6|22.4|21.4
"AVPC040003"|1|24.5|25.6|23.8
"AVPC040003"|2|30.8|25.2|24.4
"AVPC040003"|3|27.7|26|24.2
"AVPC040003"|4|4.5|22.4|21.4
"AVPC05000N"|1|21.8|25.6|23.8
"AVPC05000N"|2|19.4|25.2|24.4
"AVPC05000N"|3|14.2|26|24.2
"AVPC05000N"|4|11.2|22.4|21.4
"AVPM00101N"|1|26.5|25.6|23.8
"AVPM00101N"|2|18|25.2|24.4
"AVPM00101N"|3|28|26|24.2
"AVPM00101N"|4|2.1|22.4|21.4
"AVPM00201D"|1|||
"AVPM00201D"|2|||
"AVPM00201D"|3|36.8|26|24.2
"AVPM00201D"|4|30.4|22.4|21.4
"AVPM03000L"|1|26.7|25.6|23.8
"AVPM03000L"|2|12.3|25.2|24.4
"AVPM03000L"|3|20.7|26|24.2
"AVPM03000L"|4|25|22.4|21.4
"AVPM040007"|1|28.5|25.6|23.8
"AVPM040007"|2|32.3|25.2|24.4
"AVPM040007"|3|27.3|26|24.2
"AVPM040007"|4|30.5|22.4|21.4
"AVPM06000C"|1|21.3|25.6|23.8
"AVPM06000C"|2|29.4|25.2|24.4
"AVPM06000C"|3|23.3|26|24.2
"AVPM06000C"|4|18.4|22.4|21.4
"AVPS00201C"|1|0|25.6|23.8
"AVPS00201C"|2|0|25.2|24.4
"AVPS00201C"|3|0|26|24.2
"AVPS00201C"|4|||
"AVPS003018"|1|26.8|25.6|23.8
"AVPS003018"|2|7.7|25.2|24.4
"AVPS003018"|3|23.9|26|24.2
"AVPS003018"|4|25|22.4|21.4
"AVPS00801B"|1|28.6|25.6|23.8
"AVPS00801B"|2|18.2|25.2|24.4
"AVPS00801B"|3|25|26|24.2
"AVPS00801B"|4|14.3|22.4|21.4
"AVPS018012"|1|14.3|25.6|23.8
"AVPS018012"|2|47.4|25.2|24.4
"AVPS018012"|3|21.1|26|24.2
"AVPS018012"|4|11.1|22.4|21.4
"AVPS018023"|1|31.3|25.6|23.8
"AVPS018023"|2|16|25.2|24.4
"AVPS018023"|3|30.4|26|24.2
"AVPS018023"|4|36.8|22.4|21.4
"AVPS03000G"|1|14.8|25.6|23.8
"AVPS03000G"|2|17.1|25.2|24.4
"AVPS03000G"|3|9.5|26|24.2
"AVPS03000G"|4|29.3|22.4|21.4
"AVPS03001L"|1|5.9|25.6|23.8
"AVPS03001L"|2|26.1|25.2|24.4
"AVPS03001L"|3|9.1|26|24.2
"AVPS03001L"|4|16.7|22.4|21.4
"AVPS05000R"|1|10.5|25.6|23.8
"AVPS05000R"|2|16.4|25.2|24.4
"AVPS05000R"|3|15.5|26|24.2
"AVPS05000R"|4|19.4|22.4|21.4
"AVPS06000B"|1|26.7|25.6|23.8
"AVPS06000B"|2|20.7|25.2|24.4
"AVPS06000B"|3|14|26|24.2
"AVPS06000B"|4|15.3|22.4|21.4
"AVPS06001C"|1|17.4|25.6|23.8
"AVPS06001C"|2|26.7|25.2|24.4
"AVPS06001C"|3|33.3|26|24.2
"AVPS06001C"|4|35.7|22.4|21.4
"AVPS06002D"|1|20.4|25.6|23.8
"AVPS06002D"|2|27.8|25.2|24.4
"AVPS06002D"|3|12.8|26|24.2
"AVPS06002D"|4|6.1|22.4|21.4
"AVPS12000T"|1|21.2|25.6|23.8
"AVPS12000T"|2|18.5|25.2|24.4
"AVPS12000T"|3|15.3|26|24.2
"AVPS12000T"|4|16.3|22.4|21.4
"AVRA01601X"|1|21.1|28.5|28.8
"AVRA01601X"|2|27.3|33.5|33
"AVRA01601X"|3|||
"AVRA01601X"|4|0|30|30.7
"AVRC00401L"|1|||
"AVRC00401L"|2|||
"AVRC00401L"|3|||
"AVRC00401L"|4|||
"AVRC00402N"|1|40|28.5|28.8
"AVRC00402N"|2|35.2|33.5|33
"AVRC00402N"|3|||
"AVRC00402N"|4|12.5|30|30.7
"AVRC01702Q"|1|31.8|28.5|28.8
"AVRC01702Q"|2|19|33.5|33
"AVRC01702Q"|3|||
"AVRC01702Q"|4|5.4|30|30.7
"AVRC01801E"|1|12.5|28.5|28.8
"AVRC01801E"|2|40.7|33.5|33
"AVRC01801E"|3|||
"AVRC01801E"|4|13.8|30|30.7
"AVRH01201R"|1|37|28.5|28.8
"AVRH01201R"|2|40.6|33.5|33
"AVRH01201R"|3|||
"AVRH01201R"|4|35.4|30|30.7
"AVRH016014"|1|12.3|28.5|28.8
"AVRH016014"|2|18.2|33.5|33
"AVRH016014"|3|||
"AVRH016014"|4|5.6|30|30.7
"AVRH016025"|1|15.4|28.5|28.8
"AVRH016025"|2|||
"AVRH016025"|3|||
"AVRH016025"|4|||
"AVRH01802R"|1|30.8|28.5|28.8
"AVRH01802R"|2|40|33.5|33
"AVRH01802R"|3|||
"AVRH01802R"|4|||
"AVRH02000P"|1|29.2|28.5|28.8
"AVRH02000P"|2|33.9|33.5|33
"AVRH02000P"|3|||
"AVRH02000P"|4|40|30|30.7
"AVRH02001Q"|1|25.5|28.5|28.8
"AVRH02001Q"|2|33.8|33.5|33
"AVRH02001Q"|3|||
"AVRH02001Q"|4|24.3|30|30.7
"AVRI00201N"|1|31.1|28.5|28.8
"AVRI00201N"|2|27.3|33.5|33
"AVRI00201N"|3|||
"AVRI00201N"|4|6.9|30|30.7
"AVRI00701R"|1|24.2|28.5|28.8
"AVRI00701R"|2|28.6|33.5|33
"AVRI00701R"|3|||
"AVRI00701R"|4|30.6|30|30.7
"AVRI00901C"|1|||
"AVRI00901C"|2|||
"AVRI00901C"|3|||
"AVRI00901C"|4|0|30|30.7
"AVRI012018"|1|8.8|28.5|28.8
"AVRI012018"|2|44.4|33.5|33
"AVRI012018"|3|||
"AVRI012018"|4|3.7|30|30.7
"AVRI01601G"|1|1.2|28.5|28.8
"AVRI01601G"|2|23.4|33.5|33
"AVRI01601G"|3|||
"AVRI01601G"|4|0|30|30.7
"AVRI01701B"|1|38.2|28.5|28.8
"AVRI01701B"|2|45.1|33.5|33
"AVRI01701B"|3|||
"AVRI01701B"|4|58.3|30|30.7
"AVRI06000L"|1|27.1|28.5|28.8
"AVRI06000L"|2|28.4|33.5|33
"AVRI06000L"|3|||
"AVRI06000L"|4|54.2|30|30.7
"AVSD00801T"|1|23.1|29|30.6
"AVSD00801T"|2|21.4|33.5|30.9
"AVSD00801T"|3|||
"AVSD00801T"|4|40|29.8|27.2
"AVSD01000R"|1|21.4|29|30.6
"AVSD01000R"|2|9.5|33.5|30.9
"AVSD01000R"|3|34.8|31.7|29.5
"AVSD01000R"|4|16.7|29.8|27.2
"AVSD013019"|1|6.7|29|30.6
"AVSD013019"|2|28.6|33.5|30.9
"AVSD013019"|3|||
"AVSD013019"|4|7.7|29.8|27.2
"AVTA01000Q"|1|35.8|31.9|29.7
"AVTA01000Q"|2|36.9|36.6|31.8
"AVTA01000Q"|3|42.9|38|33.7
"AVTA01000Q"|4|21.1|37.8|33.8
"AVTD003014"|1|13.9|31.9|29.7
"AVTD003014"|2|6.7|36.6|31.8
"AVTD003014"|3|25|38|33.7
"AVTD003014"|4|17.4|37.8|33.8
"AVTD00401X"|1|47.6|31.9|29.7
"AVTD00401X"|2|34.8|36.6|31.8
"AVTD00401X"|3|23.5|38|33.7
"AVTD00401X"|4|47.1|37.8|33.8
"AVTD008017"|1|16.1|31.9|29.7
"AVTD008017"|2|10.5|36.6|31.8
"AVTD008017"|3|31.3|38|33.7
"AVTD008017"|4|15|37.8|33.8
"AVTD009013"|1|30|31.9|29.7
"AVTD009013"|2|49.1|36.6|31.8
"AVTD009013"|3|35.5|38|33.7
"AVTD009013"|4|35.2|37.8|33.8
"AVTD011013"|1|29.3|31.9|29.7
"AVTD011013"|2|20.4|36.6|31.8
"AVTD011013"|3|41.9|38|33.7
"AVTD011013"|4|40|37.8|33.8
"AVTD011024"|1|30.4|31.9|29.7
"AVTD011024"|2|25.6|36.6|31.8
"AVTD011024"|3|31.7|38|33.7
"AVTD011024"|4|41.9|37.8|33.8
"AVTD01201V"|1|51.2|31.9|29.7
"AVTD01201V"|2|48.4|36.6|31.8
"AVTD01201V"|3|43.8|38|33.7
"AVTD01201V"|4|29.6|37.8|33.8
"AVTD01301P"|1|31|31.9|29.7
"AVTD01301P"|2|21.3|36.6|31.8
"AVTD01301P"|3|34.3|38|33.7
"AVTD01301P"|4|26.3|37.8|33.8
"AVTD01401E"|1|40.9|31.9|29.7
"AVTD01401E"|2|37.5|36.6|31.8
"AVTD01401E"|3|31.4|38|33.7
"AVTD01401E"|4|48.5|37.8|33.8
"AVTD02000R"|1|39.2|31.9|29.7
"AVTD02000R"|2|40.2|36.6|31.8
"AVTD02000R"|3|39.8|38|33.7
"AVTD02000R"|4|32.4|37.8|33.8
"AVTD03000B"|1|31.7|31.9|29.7
"AVTD03000B"|2|24.4|36.6|31.8
"AVTD03000B"|3|31.3|38|33.7
"AVTD03000B"|4|35.1|37.8|33.8
"AVTD060007"|1|29.6|31.9|29.7
"AVTD060007"|2|31.8|36.6|31.8
"AVTD060007"|3|46.5|38|33.7
"AVTD060007"|4|43.1|37.8|33.8
"AVTF00301A"|1|35|31.9|29.7
"AVTF00301A"|2|||
"AVTF00301A"|3|26.9|38|33.7
"AVTF00301A"|4|27.8|37.8|33.8
"AVTF00701N"|1|30.8|31.9|29.7
"AVTF00701N"|2|43.8|36.6|31.8
"AVTF00701N"|3|35.7|38|33.7
"AVTF00701N"|4|75|37.8|33.8
"AVTF01000C"|1|31.1|31.9|29.7
"AVTF01000C"|2|33.1|36.6|31.8
"AVTF01000C"|3|33.3|38|33.7
"AVTF01000C"|4|37.5|37.8|33.8
"AVTF011019"|1|31.6|31.9|29.7
"AVTF011019"|2|66.7|36.6|31.8
"AVTF011019"|3|43.8|38|33.7
"AVTF011019"|4|42.9|37.8|33.8
